Employee_ID,Job_Title,Department,Role_Level,Employee_Persona,Hire_Date,Tenure_Years,Experience_Years,Domain_Expertise_Years,Salary_INR,Salary_to_Experience_Ratio,Performance_Rating_Current,Perf_Hist_1,Perf_Hist_2,Perf_Hist_3,Perf_Trend_Slope,Recent_Performance_Delta,Performance_Volatility,Weekly_Workload_Hours,Workload_to_Capacity_Ratio,Active_Task_Count,Completed_Tasks_30d,Task_Completion_Rate,Task_Overdue_Count,Overtime_Hours_30d,After_Hours_Activity_Hours,Avg_Daily_Meeting_Hours,Task_Switch_Frequency,Focus_Time_Ratio,Avg_Response_Time_Hours,Current_Day_of_Week,Days_Until_Deadline,Is_Quarter_End,Project_Phase,Days_Since_Vacation,Leave_Days_3m,Self_Reported_Stress,Sentiment_Score,Language_Tone_Stress_Index,Physio_Proxy_HRV,Survey_Wellbeing_Score,Skill_Role_Match_Score,Learning_Capacity_Score,Capacity_Score,Team_Size,Direct_Reports_Count,Collaboration_Intensity_Score,Manager_Support_Score,Communication_Frequency_Score,Incoming_Task_Complexity,Incoming_Task_Complexity_Score,Incoming_Task_Estimated_Hours,Incoming_Task_Skill_Match,Incoming_Task_Urgency,Incoming_Task_Urgency_Score,CLI_v2,Risk_Category,Delta_if_Assign,Delta_no_Assign,Recommendation,Attrition_Label
EMP209225,Software Engineer II,Engineering,Senior,Sensitive,2012-04-29,13.53,17.0,9.8,2461898,0.001,4.47,4.68,4.56,4.47,-0.105,-0.09,0.086,23.0,0.601,3,6,0.6,1,0.0,2.15,2.0,7,0.871,2.72,3,14,0,Planning,240,1,4.32,-0.161,0.762,56.16,46.98,1.0,0.843,0.85,7,0,0.568,0.572,0.634,Low,0.25,15.91,0.961,High,0.75,0.31,Medium,-0.45,-0.1,Assign,0
EMP209226,Account Manager,Sales,Junior,Balanced,2016-03-18,9.65,14.0,12.82,1153933,0.0,1.38,1.28,1.62,1.38,0.05,-0.24,0.143,51.62,1.147,7,12,0.6,2,48.0,0.0,3.75,11,0.585,4.99,1,7,0,Development,68,0,4.91,-0.308,0.932,66.53,23.93,0.717,0.597,1.0,15,7,1.0,0.598,1.0,Low,0.25,5.81,0.635,Urgent,1.0,0.448,Medium,-1.615,-0.037,DoNotAssign,0
EMP209227,Director of Engineering,Engineering,Senior,Balanced,2020-08-16,5.23,6.0,6.0,1911516,0.001,3.7,2.91,3.44,3.7,0.395,0.26,0.329,40.17,0.893,6,16,0.696,1,0.0,2.75,3.37,10,0.809,3.55,1,14,0,Development,74,3,3.37,0.167,0.584,76.38,56.11,0.51,1.0,1.0,20,5,1.0,0.435,1.0,Low,0.25,9.97,0.456,High,0.75,0.303,Medium,-0.522,-0.079,AssignWithSupport,0
EMP209228,Finance Analyst,Finance,Junior,Sensitive,2007-05-08,18.51,22.0,18.56,619680,0.0,2.78,2.62,2.8,2.78,0.08,-0.02,0.081,43.27,1.131,7,19,0.704,1,6.4,0.0,0.29,12,0.93,3.52,1,30,0,Development,70,0,4.74,0.603,0.936,54.47,37.73,1.0,0.693,0.85,5,0,0.409,0.406,0.182,Medium,0.5,20.73,0.934,Low,0.25,0.341,Medium,-0.874,-0.131,AssignWithSupport,0
EMP209229,UX Designer,Other,Mid,Balanced,2021-07-02,4.36,4.36,4.09,1267735,0.001,4.31,3.98,4.02,4.31,0.165,0.29,0.147,20.0,0.444,2,10,0.769,1,0.3,0.0,1.53,6,0.95,1.72,0,30,0,Development,107,3,2.08,0.387,0.336,81.23,89.54,0.752,0.952,1.0,7,0,0.883,0.85,0.479,Low,0.25,9.45,0.808,High,0.75,0.153,Low,-0.166,-0.0,HighPriority,0
EMP209230,Account Manager,Sales,Mid,Balanced,2005-07-20,20.31,24.0,16.6,799311,0.0,2.67,2.13,2.48,2.67,0.27,0.19,0.224,68.24,1.516,11,26,0.684,1,96.8,5.19,3.09,14,0.691,5.08,2,14,0,Development,114,0,4.68,-0.088,0.94,51.45,32.27,1.0,0.437,1.0,10,7,1.0,0.327,0.778,Low,0.25,8.42,0.994,Medium,0.5,0.468,Medium,-1.8,-0.099,DoNotAssign,1
EMP209231,Senior Software Engineer,Engineering,Junior,Sensitive,2014-03-30,11.62,11.62,9.21,888827,0.0,2.03,2.35,2.19,2.03,-0.16,-0.16,0.131,31.68,0.828,4,3,0.375,2,7.0,0.0,0.51,8,0.881,4.02,1,30,0,Development,250,1,4.87,-0.114,0.98,49.91,10.0,0.742,0.75,0.85,7,0,0.488,0.611,0.311,Low,0.25,13.17,0.507,Low,0.25,0.362,Medium,-0.973,-0.086,AssignWithSupport,0
EMP209232,Customer Success Manager,CustomerSuccess,Senior,Balanced,2017-04-03,8.61,10.0,9.34,1622468,0.001,2.8,2.95,3.07,2.8,-0.075,-0.27,0.11,52.19,1.16,8,15,0.625,1,48.0,3.52,3.04,14,0.792,3.09,2,30,0,Testing,12,1,3.53,0.126,0.975,76.6,42.04,0.924,0.803,1.0,7,5,0.924,0.428,0.869,Low,0.25,9.63,0.582,High,0.75,0.356,Medium,-1.554,-0.09,DoNotAssign,0
EMP209233,C-Level Executive,Executive,Mid,Balanced,2024-12-17,0.9,5.0,1.78,641118,0.0,3.22,2.44,3.36,3.22,0.39,-0.14,0.405,43.28,0.962,7,16,0.667,0,12.5,3.24,3.21,12,0.756,2.41,3,3,0,Development,11,0,3.55,-0.011,0.618,58.36,49.29,0.745,1.0,1.0,5,2,0.661,0.662,0.985,Medium,0.5,14.24,0.706,High,0.75,0.327,Medium,-0.808,-0.076,AssignWithSupport,0
EMP209234,Data Scientist II,DataScience,Mid,Balanced,2016-12-21,8.89,8.89,8.87,866552,0.0,2.93,2.73,2.55,2.93,0.1,0.38,0.155,60.21,1.338,7,14,0.636,2,70.0,7.9,3.41,10,0.693,4.46,3,3,0,Development,56,0,5.0,0.094,1.0,46.45,34.37,0.675,0.649,1.0,15,0,1.0,0.385,0.906,High,0.75,31.59,0.275,High,0.75,0.454,Medium,-1.8,-0.047,DoNotAssign,1
EMP209235,Machine Learning Engineer,Engineering,Junior,Balanced,2008-04-24,17.55,23.0,15.42,1573669,0.0,2.43,2.31,2.39,2.43,0.06,0.04,0.05,22.33,0.496,3,11,0.733,3,0.0,11.7,0.36,9,0.862,1.85,1,14,0,Testing,11,2,3.0,0.28,0.543,87.59,61.07,1.0,0.483,1.0,10,0,0.619,0.775,0.173,Critical,1.0,24.28,0.929,Low,0.25,0.281,Low,-0.529,-0.097,AssignWithSupport,0
EMP209236,DevOps Engineer,Engineering,Junior,Balanced,2015-10-18,10.06,12.0,8.41,1233854,0.0,3.16,3.09,3.32,3.16,0.035,-0.16,0.096,25.68,0.571,5,12,0.667,2,6.8,0.0,1.29,13,0.853,6.25,3,7,0,Deployment,106,3,3.15,0.245,0.623,76.27,73.29,1.0,0.998,1.0,7,0,0.474,0.711,0.22,High,0.75,23.07,1.0,Medium,0.5,0.281,Low,-0.476,-0.0,Assign,0
EMP209237,Software Engineer I,Engineering,Junior,Resilient,2013-04-04,12.6,19.0,9.96,721789,0.0,3.45,3.69,3.5,3.45,-0.12,-0.05,0.103,84.0,1.493,13,37,0.725,2,120.0,0.27,1.26,17,0.908,4.46,0,14,0,Development,331,1,3.2,-0.359,0.691,55.53,64.02,1.0,0.8,1.25,5,0,0.37,0.365,0.452,High,0.75,18.1,1.0,Urgent,1.0,0.421,Medium,-1.44,-0.025,DoNotAssign,0
EMP209238,Business Analyst,Finance,Mid,Struggling,2014-12-31,10.86,11.0,8.93,743844,0.0,1.17,1.0,1.0,1.17,0.085,0.17,0.08,20.0,0.635,3,5,0.556,2,0.0,6.56,3.32,7,0.519,2.34,2,3,1,Development,7,2,4.98,-0.391,1.0,63.72,30.02,0.615,0.589,0.7,7,0,0.953,0.624,0.845,Medium,0.5,14.29,0.77,Medium,0.5,0.409,Medium,-0.906,-0.168,AssignWithSupport,0
EMP209239,Senior Product Manager,Other,Mid,Struggling,2009-02-10,16.75,16.75,13.25,932211,0.0,3.05,2.36,2.78,3.05,0.345,0.27,0.284,64.11,2.035,12,23,0.639,2,70.6,5.94,1.52,17,0.939,6.45,1,14,0,Development,30,1,5.0,-0.46,1.0,59.34,42.67,1.0,0.719,0.7,20,3,1.0,0.381,0.587,Low,0.25,24.34,1.0,Low,0.25,0.549,Medium,-1.8,-0.213,DoNotAssign,1
EMP209240,Product Manager,Other,Junior,Balanced,2015-06-13,10.41,13.0,8.73,1635589,0.0,2.26,2.24,2.5,2.26,0.01,-0.24,0.118,64.2,1.427,8,18,0.667,1,74.1,3.64,2.52,12,0.662,3.93,0,30,0,Development,78,2,3.84,-0.254,1.0,32.95,19.15,1.0,0.636,1.0,15,0,1.0,0.673,1.0,High,0.75,18.04,1.0,High,0.75,0.422,Medium,-1.8,-0.122,DoNotAssign,0
EMP209241,Staff Engineer,Engineering,Mid,Resilient,2008-02-18,17.73,22.0,15.39,1868262,0.0,3.31,3.8,3.54,3.31,-0.245,-0.23,0.2,54.57,0.97,8,12,0.571,2,42.8,9.49,1.6,12,0.935,2.56,1,1,0,Development,16,1,2.78,0.398,0.51,90.23,76.15,1.0,0.543,1.25,5,0,0.587,0.851,0.787,Critical,1.0,31.75,1.0,Medium,0.5,0.299,Low,-1.145,-0.125,DoNotAssign,0
EMP209242,Research Scientist,R&D,Mid,Balanced,2020-07-09,5.34,10.0,6.02,927382,0.0,2.58,2.91,3.05,2.58,-0.165,-0.47,0.197,26.05,0.579,4,8,0.615,1,4.5,0.0,1.62,8,0.806,2.55,2,7,0,Testing,47,3,3.35,0.202,0.534,62.14,66.67,0.674,0.76,1.0,7,0,0.521,0.819,0.531,Medium,0.5,15.95,0.722,Low,0.25,0.251,Low,-0.616,-0.077,AssignWithSupport,0
EMP209243,Staff Engineer,Engineering,Mid,Balanced,2017-05-22,8.47,8.47,6.35,2309840,0.001,3.22,2.48,3.02,3.22,0.37,0.2,0.313,22.47,0.499,3,8,0.667,0,0.0,0.0,2.65,5,0.764,2.53,0,30,0,Planning,7,1,2.85,0.62,0.724,63.35,83.44,0.868,0.781,1.0,7,0,0.955,0.871,0.588,Medium,0.5,13.29,0.734,Urgent,1.0,0.185,Low,-0.328,-0.068,Assign,0
EMP209244,Account Manager,Sales,Mid,Struggling,2006-08-22,19.22,19.22,15.54,1587399,0.0,3.94,3.75,4.13,3.94,0.095,-0.19,0.155,75.87,2.409,11,33,0.733,1,120.0,6.25,2.69,18,0.8,9.9,4,30,0,Planning,10,0,5.0,-0.242,1.0,55.18,34.06,1.0,0.887,0.7,5,6,0.556,0.774,0.816,High,0.75,23.43,0.895,Medium,0.5,0.595,High,-1.8,-0.085,DoNotAssign,0
EMP209245,Machine Learning Engineer,Engineering,Senior,Struggling,2023-07-23,2.3,4.0,2.72,804683,0.001,2.67,2.04,2.04,2.67,0.315,0.63,0.297,91.11,2.5,11,22,0.647,4,120.0,13.66,1.08,15,0.858,9.54,3,1,0,Planning,10,6,4.81,-0.139,1.0,64.68,17.83,0.501,0.94,0.7,7,0,0.325,0.454,0.654,Medium,0.5,18.17,0.531,Low,0.25,0.628,High,-1.8,-0.151,DoNotAssign,0
EMP209246,Operations Manager,Operations,Mid,Workaholic,2017-11-09,8.0,12.0,9.4,1090074,0.0,3.14,2.87,2.89,3.14,0.135,0.25,0.123,36.11,0.729,4,11,0.688,0,0.0,0.0,2.28,7,0.756,5.22,0,30,0,Development,46,5,3.7,0.057,0.732,65.61,48.8,1.0,0.948,1.1,10,5,1.0,0.849,0.447,Medium,0.5,37.3,1.0,Low,0.25,0.285,Low,-0.348,-0.041,Assign,1
EMP209247,Business Analyst,Finance,Mid,Resilient,2011-08-06,14.26,18.0,10.76,1569572,0.0,4.15,4.19,4.32,4.15,-0.02,-0.17,0.073,86.17,1.532,12,39,0.75,2,120.0,7.34,1.7,17,0.904,5.22,0,7,0,Testing,12,1,2.92,0.1,0.644,76.08,67.17,1.0,0.594,1.25,10,0,0.828,0.763,0.6,High,0.75,22.78,0.969,Low,0.25,0.4,Medium,-1.44,-0.085,DoNotAssign,1
EMP209248,Research Scientist,R&D,Junior,Struggling,2005-12-14,19.91,26.0,22.89,943565,0.0,4.36,3.86,3.92,4.36,0.25,0.44,0.223,64.83,2.058,12,34,0.723,1,86.8,7.09,0.42,16,0.95,10.15,2,30,0,Testing,135,3,4.82,0.303,0.948,48.65,44.4,1.0,0.643,0.7,5,0,0.408,0.399,0.1,Low,0.25,13.31,0.995,Medium,0.5,0.505,Medium,-1.8,-0.115,DoNotAssign,0
EMP209249,Senior Product Manager,Other,Junior,Balanced,2018-03-10,7.67,9.0,7.3,1676255,0.001,2.63,2.09,2.49,2.63,0.27,0.14,0.229,20.0,0.444,6,14,0.667,2,0.0,1.23,3.14,11,0.731,1.64,4,1,0,Testing,22,2,3.16,0.395,0.424,67.09,81.81,0.918,0.601,1.0,5,3,0.757,0.706,0.983,Low,0.25,12.77,0.776,Medium,0.5,0.256,Low,-0.571,-0.084,AssignWithSupport,0
EMP209250,Site Reliability Engineer,Engineering,Junior,Workaholic,2012-10-15,13.07,13.07,13.07,670788,0.0,3.17,3.04,3.42,3.17,0.065,-0.25,0.158,61.22,1.237,8,18,0.667,3,67.2,3.44,1.54,13,0.95,3.6,4,30,0,Development,59,1,5.0,0.539,1.0,58.68,56.88,1.0,0.786,1.1,10,0,0.624,0.499,0.276,Low,0.25,14.82,0.975,Urgent,1.0,0.399,Medium,-1.636,-0.149,DoNotAssign,0
EMP209251,Operations Manager,Operations,Mid,Balanced,2023-12-07,1.93,7.0,3.04,1397484,0.001,3.62,3.62,3.51,3.62,0.0,0.11,0.052,48.02,1.067,9,16,0.615,3,19.4,0.0,2.45,12,0.95,2.61,0,30,0,Development,135,0,4.45,-0.366,0.843,66.14,53.17,0.622,1.0,1.0,15,4,1.0,0.55,0.857,Low,0.25,14.84,0.651,Medium,0.5,0.39,Medium,-0.888,-0.006,AssignWithSupport,0
EMP209252,Customer Success Manager,CustomerSuccess,Junior,Balanced,2005-09-23,20.13,23.0,17.4,1035965,0.0,3.11,3.47,3.0,3.11,-0.18,0.11,0.201,58.3,1.296,10,20,0.645,1,44.5,14.03,3.16,11,0.75,4.61,3,7,0,Testing,86,4,4.91,-0.391,0.95,34.03,21.29,1.0,0.478,1.0,3,3,0.636,0.467,1.0,High,0.75,24.07,1.0,Low,0.25,0.477,Medium,-1.523,-0.05,DoNotAssign,0
EMP209253,Marketing Manager,Marketing,Junior,Balanced,2005-10-25,20.04,23.0,16.25,967925,0.0,3.0,2.66,2.75,3.0,0.17,0.25,0.144,20.0,0.444,3,15,0.789,1,8.1,0.0,2.36,6,0.783,7.69,3,14,0,Deployment,158,6,2.31,-0.195,0.657,71.08,76.86,1.0,0.65,1.0,5,0,0.803,0.694,0.562,Medium,0.5,12.79,0.788,High,0.75,0.232,Low,-0.567,-0.06,AssignWithSupport,0
EMP209254,Product Manager,Other,Senior,Resilient,2024-10-19,1.06,5.0,4.17,982394,0.001,3.12,3.23,3.58,3.12,-0.055,-0.46,0.196,65.46,1.164,10,14,0.56,5,76.7,0.0,2.62,13,0.747,3.41,2,14,0,Deployment,71,0,2.79,0.313,0.656,88.62,64.04,0.698,0.921,1.25,7,3,1.0,0.846,0.83,Low,0.25,6.17,0.796,Urgent,1.0,0.357,Medium,-1.39,-0.0,DoNotAssign,0
EMP209255,Data Scientist I,DataScience,Junior,Balanced,2025-02-15,0.73,6.0,6.0,1703311,0.001,2.54,2.45,2.4,2.54,0.045,0.14,0.058,21.37,0.475,4,8,0.615,0,4.0,0.0,1.21,5,0.8,3.51,1,7,0,Deployment,413,0,3.62,0.527,0.721,65.77,49.51,0.558,0.659,1.0,10,0,0.709,0.45,0.361,Medium,0.5,16.03,0.785,Low,0.25,0.24,Low,-0.543,-0.116,AssignWithSupport,0
EMP209256,Software Engineer II,Engineering,Junior,Workaholic,2005-07-31,20.28,23.0,20.77,1173060,0.0,2.97,3.39,3.37,2.97,-0.21,-0.4,0.193,20.0,0.404,4,12,0.706,0,10.2,3.66,2.75,7,0.846,3.61,0,7,1,Maintenance,177,4,4.54,0.195,0.782,60.59,72.95,1.0,0.436,1.1,5,0,0.754,0.479,0.906,Medium,0.5,16.43,1.0,Urgent,1.0,0.274,Low,-0.68,-0.1,AssignWithSupport,0
EMP209257,Product Manager,Other,Junior,Resilient,2019-12-08,5.92,11.0,5.23,650233,0.0,3.72,3.32,3.43,3.72,0.2,0.29,0.169,85.0,1.511,13,31,0.689,3,120.0,4.0,2.19,17,0.867,4.53,0,7,0,Development,19,1,3.23,0.621,0.588,76.43,54.85,1.0,0.874,1.25,5,3,0.606,0.604,0.706,Medium,0.5,15.23,1.0,Urgent,1.0,0.387,Medium,-1.44,-0.056,DoNotAssign,0
EMP209258,Staff Engineer,Engineering,Senior,Sensitive,2009-08-15,16.24,20.0,17.7,1441453,0.0,4.52,4.57,4.31,4.52,-0.025,0.21,0.113,59.24,1.549,7,20,0.714,1,64.5,0.0,0.83,12,0.95,8.84,1,3,0,Development,7,3,5.0,-0.386,1.0,76.32,38.13,1.0,0.645,0.85,20,0,1.0,0.448,0.388,High,0.75,21.59,1.0,Medium,0.5,0.455,Medium,-1.8,-0.149,DoNotAssign,0
EMP209259,C-Level Executive,Executive,Junior,Resilient,2019-08-19,6.23,7.0,7.0,890103,0.0,2.58,2.78,2.87,2.58,-0.1,-0.29,0.121,20.0,0.356,6,2,0.222,1,0.0,0.0,3.47,9,0.63,2.55,4,30,0,Development,23,4,1.98,0.379,0.275,98.16,89.74,0.48,0.905,1.25,10,6,1.0,1.0,1.0,High,0.75,16.1,0.264,Urgent,1.0,0.196,Low,-0.533,-0.011,AssignWithSupport,0
EMP209260,Engineering Manager,Engineering,Mid,Balanced,2023-02-14,2.74,5.0,5.0,1336961,0.001,4.72,4.37,4.68,4.72,0.175,0.04,0.156,39.85,0.886,8,33,0.786,2,2.6,8.03,3.17,9,0.843,3.58,4,14,0,Development,177,4,3.33,0.263,0.565,82.56,64.54,0.565,1.0,1.0,15,5,1.0,0.632,0.908,Low,0.25,8.22,0.525,Urgent,1.0,0.316,Medium,-0.533,-0.05,AssignWithSupport,0
EMP209261,Marketing Manager,Marketing,Mid,Struggling,2007-02-08,18.75,23.0,13.87,1177510,0.0,2.24,1.76,1.99,2.24,0.24,0.25,0.196,28.19,0.895,8,14,0.609,1,3.9,3.26,3.06,13,0.747,5.05,0,7,1,Deployment,100,3,5.0,0.326,1.0,46.18,44.89,1.0,0.51,0.7,7,3,0.823,0.741,0.794,Low,0.25,10.28,0.761,Medium,0.5,0.384,Medium,-1.368,-0.104,DoNotAssign,1
EMP209262,UX Designer,Other,Mid,Sensitive,2009-12-24,15.88,17.0,11.7,779584,0.0,3.29,3.17,3.2,3.29,0.06,0.09,0.051,95.33,2.492,14,39,0.722,2,120.0,15.99,1.64,15,0.906,10.860100000000001,1,30,0,Deployment,45,1,5.0,-0.425,1.0,42.07,37.93,1.0,0.647,0.85,15,0,1.0,0.613,0.419,Low,0.25,9.45,1.0,Medium,0.5,0.662,High,-1.8,-0.123,DoNotAssign,0
EMP209263,UX Designer,Other,Mid,Resilient,2005-07-03,20.36,25.0,17.3,1619603,0.0,3.81,4.07,3.74,3.81,-0.13,0.07,0.142,24.17,0.43,5,13,0.684,0,0.0,0.0,0.17,11,0.95,1.79,3,3,0,Deployment,38,1,1.17,0.803,0.211,104.3,100.0,1.0,0.634,1.25,5,0,0.343,0.802,0.128,Medium,0.5,13.19,1.0,Medium,0.5,0.107,Low,-0.121,-0.008,HighPriority,0
EMP209264,Director of Engineering,Engineering,Senior,Struggling,2005-11-30,19.95,23.0,17.99,1296567,0.0,3.98,3.83,3.89,3.98,0.075,0.09,0.062,63.36,2.012,8,15,0.625,1,95.8,13.25,2.16,10,0.828,5.96,4,3,0,Development,24,0,4.46,-0.576,1.0,54.8,29.11,1.0,0.355,0.7,15,2,1.0,0.785,0.646,Medium,0.5,11.46,1.0,Urgent,1.0,0.525,Medium,-1.8,-0.132,DoNotAssign,1
EMP209265,Director of Engineering,Engineering,Junior,Struggling,2005-08-14,20.24,24.0,16.16,1375883,0.0,3.24,2.99,3.03,3.24,0.125,0.21,0.11,24.55,0.779,4,12,0.706,4,0.0,8.22,2.59,12,0.895,2.47,1,14,0,Development,14,1,4.2,0.328,1.0,53.28,43.92,1.0,0.542,0.7,10,1,0.969,0.786,0.232,Medium,0.5,12.43,0.874,High,0.75,0.362,Medium,-0.968,-0.059,AssignWithSupport,1
EMP209266,Marketing Manager,Marketing,Junior,Resilient,2021-09-13,4.16,10.0,3.78,1254295,0.0,3.81,3.5,3.88,3.81,0.155,-0.07,0.165,51.43,0.914,7,24,0.75,2,37.3,1.84,3.12,11,0.781,7.08,0,3,0,Development,29,1,3.39,-0.044,0.303,101.12,73.25,0.916,1.0,1.25,20,3,1.0,0.555,0.905,Low,0.25,11.12,0.711,Medium,0.5,0.345,Medium,-0.837,-0.032,AssignWithSupport,0
EMP209267,Software Engineer II,Engineering,Junior,Balanced,2011-03-23,14.64,18.0,14.06,796913,0.0,4.04,4.03,3.88,4.04,0.005,0.16,0.073,38.69,0.86,6,15,0.682,0,0.0,5.28,2.11,13,0.858,2.28,1,30,0,Testing,36,1,3.68,0.008,0.711,81.94,49.27,1.0,0.685,1.0,10,0,0.948,0.475,0.98,Low,0.25,6.97,0.93,Medium,0.5,0.319,Medium,-0.466,-0.047,Assign,1
EMP209268,Software Engineer II,Engineering,Junior,Balanced,2015-04-16,10.57,13.0,11.72,669680,0.0,4.62,4.27,4.66,4.62,0.175,-0.04,0.175,41.26,0.917,5,24,0.8,1,5.3,0.0,1.87,14,0.95,3.01,0,7,1,Maintenance,8,1,4.36,-0.051,0.705,82.77,54.33,1.0,0.85,1.0,10,0,0.939,0.843,0.438,Low,0.25,10.93,1.0,Urgent,1.0,0.343,Medium,-0.593,-0.093,AssignWithSupport,0
EMP209269,Customer Success Manager,CustomerSuccess,Junior,Balanced,2021-06-07,4.43,7.0,4.13,1766527,0.001,3.55,3.38,3.51,3.55,0.085,0.04,0.073,20.0,0.444,4,9,0.643,1,15.9,0.0,1.5,6,0.95,1.77,4,1,0,Testing,15,2,2.97,-0.198,0.557,79.19,70.06,0.793,0.913,1.0,15,5,1.0,0.878,0.264,Medium,0.5,14.02,0.98,Low,0.25,0.216,Low,-0.608,-0.023,AssignWithSupport,0
EMP209270,Machine Learning Engineer,Engineering,Junior,Balanced,2015-04-29,10.54,13.0,8.13,1018557,0.0,4.72,4.45,4.5,4.72,0.135,0.22,0.117,29.08,0.646,6,21,0.75,1,6.0,5.33,0.81,10,0.95,2.22,0,14,0,Planning,9,2,2.91,0.066,0.426,101.61,58.63,1.0,1.0,1.0,20,0,1.0,0.777,0.554,Low,0.25,10.48,1.0,High,0.75,0.255,Low,-0.6,-0.0,AssignWithSupport,0
EMP209271,Data Scientist II,DataScience,Mid,Struggling,2013-12-14,11.91,15.0,13.69,1152488,0.0,2.76,3.5,2.97,2.76,-0.37,-0.21,0.311,53.4,1.695,8,21,0.7,1,42.4,3.93,2.75,11,0.748,6.92,1,3,0,Deployment,7,0,5.0,0.129,1.0,42.32,37.77,1.0,0.757,0.7,5,0,0.706,0.594,1.0,High,0.75,17.43,0.895,Medium,0.5,0.468,Medium,-1.8,-0.162,DoNotAssign,1
EMP209272,Product Manager,Other,Mid,Resilient,2005-03-30,20.62,27.0,16.97,1966286,0.0,1.73,2.78,1.93,1.73,-0.525,-0.2,0.455,23.99,0.426,4,2,0.286,2,0.0,2.15,2.39,8,0.752,1.92,1,30,0,Development,19,0,2.27,-0.235,0.243,82.44,85.59,1.0,0.423,1.25,7,6,0.984,0.706,0.512,Medium,0.5,16.1,1.0,Medium,0.5,0.241,Low,-0.28,-0.004,HighPriority,0
EMP209273,DevOps Engineer,Engineering,Junior,Sensitive,2016-11-06,9.01,10.0,7.64,770435,0.0,4.46,5.0,4.73,4.46,-0.27,-0.27,0.22,39.48,1.032,5,16,0.727,1,3.9,6.61,0.8,11,0.95,3.06,0,3,0,Deployment,67,4,4.18,0.158,0.908,54.63,52.06,1.0,0.843,0.85,3,0,0.423,0.67,0.278,High,0.75,20.72,0.902,Low,0.25,0.345,Medium,-0.817,-0.06,AssignWithSupport,0
EMP209274,Data Scientist I,DataScience,Mid,Balanced,2007-08-09,18.26,19.0,14.3,996454,0.0,1.59,1.44,1.23,1.59,0.075,0.36,0.148,26.59,0.591,7,0,0.0,2,5.5,1.88,1.31,13,0.836,4.81,4,30,0,Deployment,23,3,3.5,0.192,0.756,61.04,64.78,1.0,0.593,1.0,7,0,0.65,0.669,0.301,Low,0.25,5.93,0.605,Medium,0.5,0.302,Medium,-0.902,-0.018,AssignWithSupport,1
EMP209275,Senior Data Scientist,DataScience,Junior,Balanced,2020-12-13,4.91,11.0,8.19,953814,0.0,2.16,2.87,2.53,2.16,-0.355,-0.37,0.29,56.86,1.263,7,11,0.579,2,47.4,7.81,0.62,13,0.884,3.94,4,3,0,Maintenance,32,1,5.0,-0.526,1.0,52.34,12.97,1.0,0.896,1.0,3,0,0.415,0.631,0.208,High,0.75,19.5,0.951,Low,0.25,0.466,Medium,-1.651,-0.092,DoNotAssign,0
EMP209276,Account Manager,Sales,Junior,Struggling,2010-05-18,15.48,17.0,14.07,1531186,0.0,2.53,2.8,2.83,2.53,-0.135,-0.3,0.135,20.96,0.665,4,6,0.545,0,0.0,1.86,1.97,9,0.783,3.84,3,14,0,Maintenance,67,2,4.71,-0.195,1.0,48.47,57.4,1.0,0.794,0.7,15,1,1.0,0.52,0.827,High,0.75,21.69,0.837,High,0.75,0.336,Medium,-0.922,-0.163,AssignWithSupport,0
EMP209277,C-Level Executive,Executive,Mid,Balanced,2019-01-23,6.8,10.0,9.34,1107442,0.0,4.67,5.0,5.0,4.67,-0.165,-0.33,0.156,26.56,0.59,5,15,0.714,0,0.0,6.63,1.91,6,0.95,1.87,2,3,0,Deployment,14,0,2.95,0.53,0.374,84.47,72.59,0.993,0.978,1.0,7,3,0.71,0.904,0.479,Medium,0.5,16.29,1.0,Medium,0.5,0.202,Low,-0.373,-0.014,Assign,0
EMP209278,Operations Manager,Operations,Junior,Resilient,2018-06-24,7.38,8.0,7.91,791820,0.0,1.97,2.32,1.98,1.97,-0.175,-0.01,0.163,26.82,0.477,3,7,0.636,0,0.0,0.0,1.62,7,0.775,1.76,4,1,0,Development,33,1,1.55,0.193,0.212,98.06,93.37,0.628,1.0,1.25,3,3,0.48,0.759,0.355,Low,0.25,16.23,0.468,Low,0.25,0.16,Low,-0.377,-0.025,AssignWithSupport,0
EMP209279,Site Reliability Engineer,Engineering,Junior,Balanced,2017-11-11,8.0,8.0,8.0,371750,0.0,4.23,3.73,3.7,4.23,0.25,0.53,0.243,48.59,1.08,10,24,0.686,1,16.0,0.0,1.28,15,0.95,6.79,3,30,0,Testing,7,3,4.34,0.46,0.85,68.46,45.53,1.0,0.996,1.0,15,0,1.0,0.515,0.402,Low,0.25,13.66,1.0,Medium,0.5,0.35,Medium,-0.87,-0.011,AssignWithSupport,1
EMP209280,Software Engineer II,Engineering,Junior,Balanced,2010-07-27,15.29,18.0,11.52,1306667,0.0,3.52,3.68,3.65,3.52,-0.08,-0.13,0.069,25.8,0.573,9,21,0.677,1,10.8,0.0,1.26,14,0.947,2.52,0,14,0,Deployment,39,3,2.9,0.738,0.56,66.51,79.75,1.0,0.734,1.0,7,0,0.662,0.764,0.494,Medium,0.5,21.96,1.0,Low,0.25,0.216,Low,-0.442,-0.031,Assign,0
